Filename	Segment	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	Dic	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	drives	affiliation	achieve	power	reward	risk
njp3d.txt	1	11580	56.92	52.59	53.64	44.77	91.18	15.41	78.34	4.80	2.90	1.87	0.11	1.10	0.28	9.31	0.58	0.46	0.54	1.63	6.97	1.87	1.49	2.20	2.17	0.38
NopoGinger.txt	1	4849	46.23	39.90	51.61	31.76	59.13	16.64	77.75	6.93	3.63	3.28	0.23	1.57	0.60	7.53	0.35	0.62	0.70	0.95	5.92	1.57	1.18	2.06	1.40	0.47
not_aware_wolf.txt	1	2798	66.57	52.00	40.69	58.22	11.71	21.44	69.16	6.54	4.11	2.39	0.29	1.14	0.43	7.79	0.36	0.25	0.54	0.79	5.72	1.57	0.96	1.93	1.39	0.46
Paganchristi.txt	1	4026	44.10	64.63	45.47	15.62	37.98	12.59	79.41	7.48	3.35	4.07	0.32	2.29	0.47	11.75	0.45	0.89	0.77	0.79	5.91	2.48	0.79	1.64	1.02	0.25
ParadiseXoxoxo.txt	1	8902	70.85	38.63	15.31	46.92	21.14	15.74	57.36	6.55	3.84	2.70	0.27	1.34	0.40	6.03	0.40	0.36	0.69	0.75	5.90	1.77	0.61	2.51	1.06	0.25
PeytenHermansen.txt	1	13108	41.56	40.32	79.44	37.23	31.51	14.12	85.19	7.96	4.26	3.62	0.29	1.73	0.53	9.63	0.43	0.77	0.72	0.98	7.04	2.28	1.43	1.72	1.80	0.50
Phum_Phum.txt	1	2926	60.21	47.68	73.55	68.96	42.41	15.38	76.11	5.95	4.10	1.81	0.17	0.44	0.38	7.48	0.55	0.96	0.89	0.31	6.53	2.36	1.33	1.88	1.98	0.21
PRobards.txt	1	23047	38.31	44.47	69.60	31.31	28.31	13.31	78.16	6.57	3.44	3.11	0.30	1.32	0.55	10.69	0.62	0.85	1.04	1.18	6.60	2.11	1.08	1.90	1.63	0.49
raachellewiss.txt	1	19371	42.42	43.70	60.00	51.26	16.28	14.19	80.90	7.83	4.56	3.20	0.36	1.63	0.43	10.01	0.96	0.68	2.12	1.15	7.07	2.28	1.23	2.10	1.84	0.40
rakan__A.txt	1	3716	48.29	34.11	60.73	15.86	48.26	13.97	77.99	6.16	2.72	3.42	0.22	2.02	0.19	7.67	0.22	0.16	0.43	0.46	5.52	0.94	1.10	1.75	1.96	0.32
rayfloydd.txt	1	1811	56.00	23.47	95.52	78.40	15.09	13.14	83.71	7.51	5.19	2.32	0.06	0.88	0.72	5.36	0.11	0.55	0.61	0.44	6.85	1.66	1.93	1.93	1.88	0.11
realCurtMcGurt.txt	1	21245	39.03	44.28	48.89	47.91	19.16	13.04	75.20	7.02	4.07	2.87	0.15	1.63	0.33	8.25	0.36	0.40	0.45	0.88	6.51	1.99	0.94	2.01	1.85	0.28
redrodreesie.txt	1	13025	47.33	27.19	48.35	44.00	12.77	18.22	75.05	7.16	4.05	3.06	0.36	0.98	0.84	7.02	0.70	1.07	0.72	1.86	7.04	2.53	1.34	1.59	1.83	0.35
Reecy16.txt	1	1212	39.63	48.68	58.42	66.38	10.10	14.93	84.90	12.21	7.18	5.03	1.98	2.06	0.50	11.39	0.17	0.74	0.50	0.08	8.33	2.15	1.98	1.90	2.72	0.58
Richard_Calhoun.txt	1	16762	73.28	53.46	50.24	20.86	17.12	16.66	77.87	6.00	2.81	3.13	0.20	1.47	0.63	9.01	0.83	0.58	0.73	1.87	6.38	1.84	1.10	2.39	1.15	0.42
Richyadidas96.txt	1	12400	50.76	41.49	29.11	9.50	44.77	15.51	75.25	6.53	2.60	3.92	0.10	2.63	0.47	8.87	0.45	0.52	0.65	1.24	5.14	0.98	0.98	1.58	1.65	0.52
rockyd_.txt	1	4012	54.50	54.28	30.24	82.46	26.93	17.62	70.29	10.47	6.80	3.64	0.15	1.60	0.87	8.03	0.80	0.52	0.55	1.02	6.75	1.97	1.02	2.34	1.72	0.45
Rodz1LLa.txt	1	15726	47.38	35.60	54.33	37.12	9.10	16.83	80.82	7.38	4.00	3.36	0.22	1.60	0.40	7.40	0.34	0.60	0.48	0.71	6.61	1.75	1.27	1.93	1.86	0.39
RolfPettzy11.txt	1	8208	66.04	48.10	22.40	28.41	25.57	24.04	68.74	8.03	4.08	3.92	0.10	2.52	0.30	6.54	0.38	0.29	0.41	1.25	6.20	2.07	1.19	1.74	1.79	0.39
RomanOrton1993.txt	1	3971	55.86	41.73	61.10	69.89	12.11	15.29	72.17	7.61	4.96	2.62	0.10	1.33	0.35	7.40	0.65	0.25	1.41	0.38	7.43	2.37	2.09	1.91	1.64	0.60
rox_azb.txt	1	4623	47.94	30.64	74.91	68.63	36.98	12.33	82.70	7.31	4.78	2.51	0.28	1.36	0.35	8.15	0.80	0.91	0.78	1.93	6.36	1.86	0.95	2.01	1.60	0.45
RozzValo666.txt	1	2250	35.77	40.88	66.50	84.01	9.22	15.64	84.53	10.31	6.80	3.51	0.40	1.24	1.16	11.11	2.00	0.71	1.02	2.36	8.18	3.38	1.07	2.09	1.87	0.49
RusChiasson.txt	1	10148	42.01	53.39	45.36	67.84	31.81	20.10	68.92	7.00	4.61	2.38	0.29	1.15	0.45	8.51	0.34	0.43	0.42	0.94	5.81	1.85	0.94	1.58	1.67	0.42
RylsMcMeier.txt	1	1309	71.73	54.27	23.83	43.90	81.81	17.34	65.39	5.65	3.28	2.29	0.23	0.38	0.38	7.26	0.38	0.46	0.61	0.46	6.57	1.45	1.07	2.83	1.68	0.46
samantha525252.txt	1	1125	15.88	40.16	58.64	14.68	25.00	12.36	87.02	7.02	3.11	3.91	0.09	2.49	0.36	12.98	0.44	1.87	1.60	2.93	6.49	2.67	0.53	1.42	1.78	0.53
sdperez3.txt	1	4170	50.47	36.86	55.92	31.92	11.18	20.65	72.54	6.74	3.55	3.19	0.48	1.06	0.67	6.98	0.43	0.60	0.46	0.60	5.90	1.87	1.51	1.63	1.61	0.24
sean_raw69.txt	1	3438	63.96	45.93	56.75	33.81	24.91	14.46	79.12	6.63	3.55	3.08	0.23	2.15	0.12	8.32	0.29	0.32	0.29	1.69	7.91	1.83	1.92	2.18	2.47	0.32
SEWillits.txt	1	2235	42.05	41.16	53.18	53.53	14.15	14.09	76.29	9.71	5.59	4.12	0.22	2.33	0.54	8.90	0.63	0.63	1.07	0.76	6.58	2.55	1.16	1.88	1.30	0.40
sfrady23.txt	1	8993	60.92	47.20	40.96	48.91	19.05	18.53	69.12	5.42	3.29	2.05	0.19	1.09	0.21	6.96	0.71	0.19	0.40	1.16	5.98	1.41	1.10	2.06	1.47	0.42
Shanreynolds_.txt	1	8788	50.18	40.56	72.96	45.85	74.47	17.93	75.61	6.50	3.74	2.65	0.20	0.85	0.58	6.73	0.67	0.38	1.49	0.44	6.16	1.88	1.16	1.90	1.54	0.31
ShawannaSommers.txt	1	3738	55.71	39.75	69.12	65.80	7.22	16.88	75.04	6.85	4.39	2.27	0.27	1.02	0.43	7.28	0.29	0.24	0.54	0.48	5.83	1.47	0.91	1.95	1.42	0.48
singleplydragon.txt	1	237	35.40	19.95	53.46	99.00	59.25	14.77	68.78	10.97	8.86	2.11	0.00	0.84	0.84	5.06	0.00	1.69	0.00	0.00	6.75	2.53	1.27	0.84	2.53	0.42
sixsoxx.txt	1	9878	39.77	22.54	90.48	26.10	102.90	13.84	87.38	7.24	3.56	3.54	0.45	1.60	0.48	6.41	0.57	0.51	0.40	1.14	7.20	1.84	1.39	1.92	1.84	0.56
SlippySoTrippy.txt	1	2052	61.34	57.54	37.29	68.97	32.06	15.84	70.08	7.80	5.02	2.73	0.15	1.27	0.39	7.55	0.49	0.29	0.63	0.68	6.34	1.85	0.97	2.05	1.61	0.39
smcmullan10.txt	1	15139	51.65	48.76	63.52	57.37	13.28	17.68	79.26	6.61	4.10	2.43	0.28	0.90	0.46	8.70	0.52	0.56	0.79	0.92	6.38	2.08	1.18	1.73	1.57	0.49
SMOKEme__imDRO.txt	1	15478	72.27	70.60	13.99	48.16	25.00	16.70	64.28	4.37	2.75	1.54	0.21	0.65	0.14	8.92	0.21	1.06	0.56	0.26	4.63	1.01	0.72	1.86	1.07	0.30
Smoochler.txt	1	972	69.99	52.88	73.65	73.77	15.68	16.26	77.88	4.22	3.40	0.82	0.21	0.31	0.10	8.95	0.93	0.82	0.72	1.95	6.38	1.85	1.03	2.37	1.65	0.21
sober_af.txt	1	1040	76.71	46.92	34.78	90.66	17.63	17.60	58.85	5.29	4.62	0.67	0.19	0.10	0.29	4.81	0.10	0.48	0.29	0.00	2.98	0.77	0.87	0.77	0.77	0.00
SonOfTham.txt	1	23475	71.16	62.02	25.49	41.64	12.71	18.32	72.56	5.35	3.10	2.22	0.29	1.03	0.35	8.90	0.41	0.29	0.29	1.63	6.13	1.66	1.10	2.16	1.55	0.36
southcount4lyfe.txt	1	4677	65.60	38.38	37.79	68.16	37.12	16.85	69.00	5.94	4.06	1.82	0.09	0.73	0.36	5.73	0.15	0.43	0.19	0.36	5.32	1.52	0.98	1.37	1.92	0.36
Stevahn_Decay.txt	1	12856	61.28	40.10	33.63	13.37	18.29	21.72	72.47	9.60	4.31	5.23	0.22	1.73	0.75	7.34	0.22	0.57	0.53	0.40	5.11	1.80	0.98	1.52	1.35	0.23
StevenPadden19.txt	1	4697	76.08	62.85	28.94	50.40	17.40	16.82	75.20	9.69	5.49	4.17	0.17	2.51	0.66	7.77	0.75	0.77	0.55	1.64	7.47	1.79	1.79	2.09	2.66	0.55
